南星直播-日韩频道,#genre#
WWE摔跤,https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8
天空体育 足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7336/index.m3u8
天空体育 综合,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7337/index.m3u8
天空体育 英超,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7335/index.m3u8
天空体育 新闻,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8
天空体育 竞技,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7338/index.m3u8
天空体育 格斗,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8
天空体育 德甲,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8
天空体育 板球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8
天空体育 澳洲,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2492/index.m3u8
天空体育 Golf,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7344/index.m3u8
天空体育 F1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7342/index.m3u8
欧洲体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
极限运动,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/144/index.m3u8
俄罗斯体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/530/index.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
巴西TNT体育,https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8


//手机版本:http://www.8abc.top/itk

峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
CITY都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
环宇娱乐,https://jc-qlive-play.jingchangkan.cn/3473_171322168_W9MX.m3u8
莲花卫视,http://107.151.203.111:2209/135/hk.php?id=amlh
星空卫视,http://107.151.203.111:2209/135/hk.php?id=xkwst
翡翠台,http://107.151.203.111:2209/135/hk.php?id=tvbfct
明珠台,http://107.151.203.111:2209/135/hk.php?id=tvbmzt
私人影院,http://107.151.203.111:2209/135/hk.php?id=ccmt
东森电影,http://107.151.203.111:2209/135/hk.php?id=dsdyt
东森洋片,http://107.151.203.111:2209/135/hk.php?id=dsypt
紫金台,http://124.222.238.146:1125/m3u8.php?/iTouchTV/2452/playlist.m3u8
紫金台,http://www.238311.cn:555/m3u8.php?/iTouchTV/2452
紫金台,http://124.222.238.146:3328/SMBD/itouch.php?id=2452
紫金台,http://124.222.238.146:320/itv.php?id=zjtv          
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港卫视台,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰香港 10M1080,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
凤凰香港 10M720,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
欧洲华文1台,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
欧洲华文2台,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
欧洲华文6台,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe
美国中文台,https://cdnts.sinovision.net/livestream.m3u8
美国中文台,https://jpts.sinovision.net/livestream.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰咨询,http://playtimeshift-live.ifeng.com:80/timeshift/live/06OLEEWQKN4/timeshift.m3u8?txKbps=702&delay=7722
凤凰中文,http://playtimeshift-live.ifeng.com:80/timeshift/live/06OLEGEGM4G/timeshift.m3u8?txKbps=702&delay=300
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8凤凰中文 8M,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
香港卫视文旅,http://hls.ye23.vip/dl/hks6tv.php
奥亚卫视台,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8?
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
鳳凰衛視資訊臺,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEEWQKN4/timeshift.m3u8?txKbps=702&delay=967
鳳凰衛視中文臺,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEGEGM4G/timeshift.m3u8?txKbps=702&delay=2487
凤凰中文台,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEGEGM4G/timeshift.m3u8?txKbps=702&delay=1
凤凰资讯台,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEEWQKN4/timeshift.m3u8?txKbps=702&delay=1
星空卫视,http://lu1.cc/itv/php/gudou.php?id=xkws
东森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲,http://162.19.247.76:22222/live/ztyz/index.m3u8
翡翠台,http://162.19.247.76:22222/live/tvbfc/index.m3u8
无线新闻,http://162.19.247.76:22222/live/tvbnews/index.m3u8
j2,http://162.19.247.76:22222/live/tvbj2/index.m3u8
莲花卫视,https://pull-l3-cny.douyincdn.com/third/stream-f3caad21816e3bfe2210a692387ab040.m3u8
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
唯心電视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
生命電視台,http://211.73.19.201/live/AB167E56-808C-81D4-6471-76DC400D5192.m3u8?fmt=x264_1200K_ts&cpid=admin&size=1920X1080
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
TraceSports,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
UnⅰverseTV,http://jc-qlive-play.jingchangkan.cn/live/3473_171322168_W9MX.m3u8
服装时尚,http://player2.juyun.tv/camera/80238159.m3u8
华视新闻 HD,http://stream.dsichannel.com:80/hls/cts-news.m3u8
民视新闻 HD,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
台视新闻 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
中視菁采 HD,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u
愛爾達娛樂 HD,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
八大第一台,http://123.51.230.108:18539/.m3u8
靖天國際台,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
靖天映畫,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖天卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖天戲劇台,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天育樂台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天歡樂台,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖洋戲劇台,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
采昌影劇台,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
ROLLOR,http://www.336699.live:1935/blocksix/4gtv-live012.stream/chunklist.m3u8
Lifetime,http://www.336699.live:1935/blocksix/4gtv-live029.stream/chunklist.m3u8
LIVE互动英语,http://www.336699.live:1935/blocksix/4gtv-live030.stream/chunklist.m3u8
影迷纪实台,http://www.336699.live:1935/blocksix/4gtv-live023.stream/
557807074群号
🇨🇳港澳2,#genre#
翡翠台,http://andychuxdd.asuscomm.com:9981/stream/channelid/89897661?profile=pass
J2台,http://andychuxdd.asuscomm.com:9981/stream/channelid/1563650536?profile=pass
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8
无线财经[1920x1080],http://radius.8866.org:800/hls/83/index.m3u8
民視新聞[1920x1080],http://123.51.230.108:18663/.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
民視新聞[1920x1080],http://123.51.230.108:18663/.m3u8
八大第一HD[1920x1080],http://123.51.230.108:18539/.m3u8
東森財經HD[1920x1080],http://123.51.230.108:18515/.m3u8
緯來綜合HD[1920x1080],http://123.51.230.108:18540/.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
美国中文电视[1280x720],https://jpts.sinovision.net/livestream.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
凤凰香港[1920x1080],http://120.84.96.89:808/hls/81/index.m3u8
美国中文[1280x720],https://jpts.sinovision.net/livestream.m3u8
凤凰香港[1920x1080],http://120.84.96.87:808/hls/81/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.82:808/hls/86/index.m3u8
凤凰香港[1920x1080],http://120.84.96.73:808/hls/81/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
东森电影[1920x1080],http://120.84.96.89:808/hls/32/index.m3u8
东森电影[1920x1080],http://120.84.96.87:808/hls/32/index.m3u8
私人影院[1920x1080],http://120.84.96.82:808/hls/85/index.m3u8
东森电影[1920x1080],http://120.84.96.82:808/hls/32/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.73:808/hls/86/index.m3u8
无线财经[1920x1080],http://radius.8866.org:800/hls/83/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.73:808/hls/86/index.m3u8
东森洋片[1920x1080],http://120.84.96.73:808/hls/33/index.m3u8
东森洋片[1920x1080],http://120.84.96.87:808/hls/33/index.m3u8
凤凰香港[1920x1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港[1920x1080],http://120.84.96.87:808/hls/81/index.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
东森电影[1920x1080],http://120.84.96.73:808/hls/32/index.m3u8
东森电影[1920x1080],http://120.84.96.89:808/hls/32/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.82:808/hls/86/index.m3u8
凤凰香港[1920x1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
东森电影[1920x1080],http://120.84.96.87:808/hls/32/index.m3u8
凤凰香港[1920x1080],http://120.84.96.87:808/hls/81/index.m3u8
东森电影[1920x1080],http://120.84.96.87:808/hls/32/index.m3u8
凤凰香港[1920x1080],http://120.84.96.82:808/hls/81/index.m3u8
凤凰香港[1920x1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
人間衛視[1920x1080],http://123.51.230.108:8507/.m3u8
東森財經HD[1920x1080],http://123.51.230.108:18515/.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
緯來育樂HD,http://123.51.230.108:18541/.m3u8
緯來體育HD,http://123.51.230.108:18509/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8
龍華戲劇台,http://123.51.230.108:8509/.m3u8
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
有线新闻台[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
台视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
无线财经资讯台[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
TVBS新闻台[1920x1080],http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
中天亚洲台[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
好莱坞电影台[1920x1080],http://120.84.96.73:808/hls/24/index.m3u8
明珠台[1920x1080],http://shazui.8866.org:800/hls/80/index.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
緯來綜合HD[1920x1080],http://123.51.230.108:18540/.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
翡翠台[1920x1080],http://r.jdshipin.com/62WM7
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
东森戏剧[1920x1080],http://123.51.230.108:18538/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
緯來體育HD[1920x1080],http://123.51.230.108:18509/.m3u8
有线新闻台[1280x720],http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
无线财经[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
台视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
緯來育樂HD,http://123.51.230.108:18541/.m3u8
緯來體育HD,http://123.51.230.108:18509/.m3u8
廈門衛視,http://123.51.230.108:8531/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8
龍華戲劇台,http://123.51.230.108:8509/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
TVBS亚洲台[1920x1080],http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
民视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
有线新闻台[1280x720],http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
东森戏剧[1920x1080],http://123.51.230.108:18538/.m3u8
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
民视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
东森戏剧[1920x1080],http://123.51.230.108:18538/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
无线财经[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
有线新闻台[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
人间卫视[1280x720],http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
有线新闻台[1280x720],http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
緯來體育HD[1920x1080],http://123.51.230.108:18509/.m3u8
无线财经资讯台[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
人間衛視[1920x1080],http://123.51.230.108:8507/.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
台视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
TVBS亚洲台[1920x1080],http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
民視新聞[1920x1080],http://123.51.230.108:18663/.m3u8
東森財經HD[1920x1080],http://123.51.230.108:18515/.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
台视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
緯來綜合HD[1920x1080],http://123.51.230.108:18540/.m3u8
八大第一HD[1920x1080],http://123.51.230.108:18539/.m3u8
有线新闻台[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
财经体育新闻[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
无线财经[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
有线新闻[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS亞洲[1920x1080],http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
东風37[1920x1080],http://123.51.230.108:18560/.m3u8
557807074群号
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
无线新闻[1920x1080],http://162.19.247.76:22222/live/tvbnews/index.m3u8
j2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
中天娱乐[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
三立都会[1920x1080],http://162.19.247.76:22222/live/uch6/index.m3u8
东森戏剧[1280x720],http://162.19.247.76:22222/live/dsxj/index.m3u8
东森电影[1280x720],http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片[1280x720],http://162.19.247.76:22222/live/dsypt/index.m3u8
凤凰中文[1280x720],http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯[1280x720],http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰香港[1280x720],http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
三立台湾[1920x1080],http://162.19.247.76:22222/live/uch5/index.m3u8
无线新闻[1920x1080],http://162.19.247.76:22222/live/tvbnews/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
台视[1280x720],http://162.19.247.76:22222/live/taishi/index.m3u8
华视[1280x720],http://162.19.247.76:22222/live/huashi/index.m3u8
中视[1280x720],http://162.19.247.76:22222/live/zhongshi/index.m3u8
AOD[1920x1080],http://162.19.247.76:22222/live/uch7/index.m3u8
J2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
J2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
三立台湾[1920x1080],http://162.19.247.76:22222/live/uch5/index.m3u8
三立都会台[1920x1080],http://162.19.247.76:22222/live/uch6/index.m3u8
台视[1280x720],http://162.19.247.76:22222/live/taishi/index.m3u8
华视[1280x720], http://162.19.247.76:22222/live/huashi/index.m3u8
中视[1280x720],http://162.19.247.76:22222/live/zhongshi/index.m3u8
天映经典台[1280x720],http://162.19.247.76:22222/live/tyjd/index.m3u8
中天亚洲[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
东森戏剧台[1280x720],http://162.19.247.76:22222/live/dsxj/index.m3u8
东森电影台[1280x720],http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片台[1280x720],http://162.19.247.76:22222/live/dsypt/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
AOD[1920x1080],http://162.19.247.76:22222/live/uch7/index.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲台[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
🇨🇳港台3,#genre#
凤凰中文，http://115.231.143.224/playtv-live.ifeng.com/live/06OLEGEGM4G.flv
